6oremFnbgO0,89,playing steelpan,train
6oremFnbgO0,135,playing steelpan,train
6osBmJiSrQQ,47,civil defense siren,train
6oszWBRTCzA,76,playing badminton,train
6owusw9hfmk,50,playing electric guitar,train
6oy824CCPsI,0,tap dancing,train
6oyiBQIKbG0,160,toilet flushing,train
6p1u7a0mg1E,16,people shuffling,train
6p28dgDY7YE,89,dog howling,train
6p28dgDY7YE,148,dog howling,train
6p7-msx5kqs,140,ocean burbling,train
6p74Yk_DSck,48,playing double bass,train
6p74Yk_DSck,257,playing double bass,train
6pBHqno34_g,60,people crowd,train
6pBZfY3xGUg,130,playing steelpan,test
6pCwRlBoIMw,57,playing table tennis,train
6pD4I0Ce6IY,29,owl hooting,train
6pD4I0Ce6IY,159,owl hooting,train
6pGwYLAKm50,222,playing electronic organ,train
6pGwYLAKm50,311,playing electronic organ,train
6pHo6fPdPvM,30,playing bass guitar,test
6pHtlOXBxTI,30,people cheering,train
6pIBeJ5-5PM,229,playing timbales,train
6pIBeJ5-5PM,252,playing timbales,train
6pJayxpKE5s,60,playing accordion,train
6pKhjGsaLqc,110,playing acoustic guitar,train
6pOQYBuYgqQ,43,"child speech, kid speaking",train
6pOjRw6sCyQ,80,ocean burbling,train
6pPH0iYCNQM,117,church bell ringing,train
6pTK_oBm_W0,30,male singing,train
6pTM96py2CU,60,playing saxophone,train
6pUBtNeuWrY,132,scuba diving,train
6pUgc5N6p1o,160,ocean burbling,train
6pVVuLzKv3Y,20,playing bassoon,train
6pXSuZOls2U,94,snake hissing,train
6p_cqE_AaxE,50,playing trumpet,train
6pbCr577RI0,4,goose honking,train
6pc9AQMG1H4,129,people farting,train
6pc9AQMG1H4,148,people farting,train
6pcBGH8ZDs4,330,playing electric guitar,train
6pdFTvVVVyU,50,lions roaring,train
6pdFTvVVVyU,250,lions roaring,train
6pdLhFJHFwA,0,hammering nails,test
6peZ0_VU4mI,0,ambulance siren,train
6pfRFKudMPs,30,child singing,train
6pfjaU9GpDo,129,basketball bounce,train
6pkPGPs7bpk,5,striking bowling,train
6pkPOG7YT7M,30,playing hammond organ,train
6pkpzyWM35U,20,bouncing on trampoline,test
6pl7BNXQYYc,51,volcano explosion,train
6pl7BNXQYYc,87,volcano explosion,train
6pltEdwgJY0,130,playing harp,train
6pltbILlSNs,160,playing saxophone,train
6pn1VjTGBho,260,dog barking,train
6poQenlpKqo,30,sliding door,train
6ppswKv1mG0,70,playing glockenspiel,train
6pqH8WBthv8,30,car passing by,train
6prgZr6kh1s,90,singing choir,train
6psjy93yoTA,30,cat caterwauling,test
6ptQmRAKat0,30,sheep bleating,train
6ptv5WYOzoI,23,train whistling,test
6puGZMf7eOo,118,male singing,train
6pvMFjUm7D0,44,dog baying,test
6pwSv6lhXpw,73,spraying water,train
6pwhiA535q0,41,playing djembe,train
6pwhiA535q0,166,playing djembe,train
6pyURnYYMwo,20,people coughing,train
6pznDg7054M,13,playing lacrosse,test
6q--OBGZiMw,50,turkey gobbling,train
6q--OBGZiMw,66,turkey gobbling,train
6q0MGwl-xZA,30,singing choir,test
6q11-XdIAX8,54,chimpanzee pant-hooting,train
6q11-XdIAX8,273,chimpanzee pant-hooting,train
6q1I7THtd8w,330,ambulance siren,train
6q2eH-Y08ww,73,dinosaurs bellowing,train
6q2g2j_tkPs,6,horse clip-clop,train
6q2jWwlwTqg,30,people sniggering,train
6q3Bv5gV8oA,151,cat purring,train
6q3Bv5gV8oA,339,cat purring,train
6q3OUady18I,667,swimming,test
6q3z53i50i4,116,slot machine,train
6q58oYVo9as,510,people clapping,train
6q7F83-on2A,14,dog bow-wow,train
6q7JcQx5pHE,30,playing french horn,train
6q8f8QWrpqE,16,wind chime,train
6q9Zfg1O6Y8,40,bathroom ventilation fan running,train
6qBwh-deQFA,0,wind noise,train
6qCQG2pm3zo,1,playing badminton,train
6qDcNm0eSiA,30,male singing,train
6qN-oqZwgtA,560,cap gun shooting,train
6qQnTxbTTx8,30,cat meowing,train
6qRJi_Va7jI,37,black capped chickadee calling,train
6qTs3JWUHPE,9,volcano explosion,train
6qUpG7Zapj8,200,playing banjo,train
6qVunVatSig,495,"alligators, crocodiles hissing",train
6qX8ykNoVls,22,playing guiro,test
6qXbxr2jVCU,30,child singing,train
6qazDffYrpg,30,playing harpsichord,train
6qd9k3G83fc,167,playing cornet,train
6qd9k3G83fc,226,playing cornet,train
6qdD7bvpek4,0,goat bleating,train
6qdD7bvpek4,70,goat bleating,train
6qe-RzVvfyU,260,hair dryer drying,test
6qe9pxz1wMA,30,"male speech, man speaking",train
6qhJaGa5JmQ,30,playing clarinet,test
6qil4mTsDnY,1,"vehicle horn, car horn, honking",train
6qj2S56j4BY,5,firing cannon,train
6qj2S56j4BY,203,firing cannon,train
6qkgN0lH0cs,220,playing piano,train
6qmirgfq2LI,2,cat growling,train
6qoCpZBt_ww,52,playing bassoon,train
6qovbXYjikY,80,playing banjo,train
6qqa-m1fFoI,40,singing bowl,train
6qtIvxTeL1c,30,wind rustling leaves,test
6qukGMlzi8A,30,"male speech, man speaking",train
6quwCbFveGc,495,cat purring,train
6quwCbFveGc,590,cat purring,train
6qvMfShwyu4,320,people sniggering,train
6qx-49R2F7w,225,people eating crisps,train
6qx-49R2F7w,500,people eating crisps,train
6qzYpFwx_vc,30,parrot talking,train
6qzcAEkjKZc,82,playing snare drum,train
6qzcAEkjKZc,106,playing snare drum,train
6qzl34LBAn8,10,people burping,train
6r-V0mrdTnQ,119,playing djembe,test
6r04bABbX2g,34,mouse squeaking,train
6r04bABbX2g,141,mouse squeaking,train
6r2ySrCzqEQ,20,horse clip-clop,train
6r34rFsYqjk,306,slot machine,train
6r7CGHNWot8,2,"cattle, bovinae cowbell",train
6r7Dm1xU-DM,20,fireworks banging,train
6r7uZqTv6e4,70,cap gun shooting,train
6r8WZBHFvaU,30,dog bow-wow,train
6rACE3q7IFU,250,orchestra,train
6rCDjn7whNE,20,people babbling,train
6rDbsJXXIn0,2,crow cawing,train
6rDbsJXXIn0,24,crow cawing,train
6rGDQqlkwz8,194,playing bassoon,train
6rHteu9Fh5Y,30,female singing,train
6rI4If947Bo,110,lions growling,train
6rJaHEG-hq8,280,playing flute,train
6rKxMZFaqSA,567,playing tympani,train
6rN-l3F1lQQ,392,firing muskets,train
6rPUPQY0n5M,110,cricket chirping,train
6rPUPQY0n5M,275,cricket chirping,train
6rQ7766h1Yw,0,fireworks banging,train
6rRTcqSzWQs,38,playing steelpan,train
6rRTcqSzWQs,74,playing steelpan,train
6rS7RvJFyBU,19,skiing,train
6rS7RvJFyBU,52,skiing,train
6rWJ1tX0C2E,0,playing trumpet,train
6rWSh5otv3k,3,playing glockenspiel,train
6rZkQZGCtQU,30,female singing,train
6r_xfAlj7DY,80,lathe spinning,train
6r_xfAlj7DY,193,lathe spinning,train
6ragcEJVErI,30,people clapping,test
6rdiCN5Au00,136,planing timber,train
6rdiQBsbXRg,110,playing squash,train
6resAnZWrkk,918,machine gun shooting,train
6resAnZWrkk,930,machine gun shooting,train
6rgLZ_unLQw,426,slot machine,train
6rhJ9DfFBJs,70,playing trombone,train
6ri3coZWpv8,8,playing volleyball,train
6rj99iki74w,30,female singing,train
6rkigce_m8o,82,dog howling,train
6rkigce_m8o,110,dog howling,train
6rlxQfCLLlQ,185,skiing,train
6rlxQfCLLlQ,265,skiing,train
6rnjZymx8GY,88,playing harmonica,train
6rpRjYMA3n4,73,disc scratching,test
6rq30Ie8Ttk,20,driving buses,train
6rr-8pKtca8,30,female singing,train
6rtTUIy8x50,30,playing french horn,train
6rtaNO8IxNg,26,lions roaring,train
6rtaNO8IxNg,41,lions roaring,train
6ruj1_Q3SlQ,150,playing bagpipes,train
6rwzCqnRTEk,8,driving snowmobile,train
6rxYuIM6tH8,94,lighting firecrackers,train
6rxYuIM6tH8,135,lighting firecrackers,train
6rzV_S8Rvjg,0,skidding,train
6s0ydfe8lVk,13,dog whimpering,train
6s2pBWctGDM,6,snake rattling,test
6s3MBS9IYNg,135,car engine idling,train
6s5aL2T08q0,30,"male speech, man speaking",train
6s6m-fMtmFk,3,pig oinking,train
6s6zo-vLVpI,382,black capped chickadee calling,train
6s6zo-vLVpI,523,black capped chickadee calling,train
6sAJzjJ6ujE,592,bathroom ventilation fan running,test
6sBLQEumyDU,51,fire crackling,train
6sBLQEumyDU,61,fire crackling,train
6sD2dh7ZJdY,30,female singing,train
6sDLBu92Qh4,395,"motorboat, speedboat acceleration",train
6sEjETtEWRw,44,hail,train
6sEjETtEWRw,72,hail,train
6sG0Qe2839Q,384,playing bongo,train
6sGwBelfXQ8,20,playing trumpet,train
6sHQYwNKJzU,410,waterfall burbling,test
6sJHHUVWvcc,403,singing bowl,train
6sPXX8hTY1c,0,playing saxophone,train
6sQ8Y7mFyXM,30,"playing marimba, xylophone",train
6sQnZuxAAN0,30,ambulance siren,train
6sRQnpEEQ0E,390,lighting firecrackers,test
6sT-n5_Ihdo,168,mynah bird singing,train
6sT-n5_Ihdo,201,mynah bird singing,train
6sVEjiEbjSI,39,playing glockenspiel,train
6sWY1FBit5Y,13,planing timber,train
6sWY1FBit5Y,33,planing timber,train
6sWkgLiif3o,3,elephant trumpeting,train
6sYbxYnwmqk,0,baby laughter,train
6sbknqKubTk,30,female singing,train
6sc9L-kszfc,16,"engine accelerating, revving, vroom",train
6sdSGvyCRVE,180,lathe spinning,train
6sfjS8pGgjM,30,fire crackling,test
6shIFnN-LsY,141,playing flute,train
6slrqypt4II,370,playing trombone,train
6srQ-8h3Qvc,30,playing acoustic guitar,train
6ssDGoyH08I,0,skidding,train
6svTXsT8Lsg,235,playing timbales,train
6sxb6KEQEIM,8,dog baying,train
6sxb6KEQEIM,39,dog baying,train
6sys4dFJbQg,3,people sneezing,train
6syvAaeWnlw,142,driving snowmobile,train
6szj2m7S46g,30,"rowboat, canoe, kayak rowing",train
6t0Qqt0tBhU,129,popping popcorn,train
6t10G_i_EbE,1,airplane flyby,train
6t11BO0cPFU,30,people sniggering,train
6t2qUZsQ4Ng,340,"playing marimba, xylophone",train
6t4o40onlRw,60,playing synthesizer,train
6t6LUxl2ws8,10,people belly laughing,train
6t7bc6zrlGA,57,extending ladders,test
6t7ex1vMFpg,30,"male speech, man speaking",train
6t8vlSAkuqQ,110,playing acoustic guitar,train
6t9R8V0HNXM,30,cat meowing,train
6tAnwWX5GoA,73,chopping wood,train
6tBDl14OfQI,30,female singing,train
6tDRmG2WxFc,300,playing bass drum,test
6tHETOlLjmg,30,"rowboat, canoe, kayak rowing",train
6tHFvqR-dh8,30,playing harp,train
6tIrKWJt6OE,30,singing choir,test
6tJ_kQMY00o,117,playing timbales,train
6tRfYp-9YcE,106,sea lion barking,test
6tTmNBvT7VU,30,car engine starting,train
6tUkq159g_Y,70,"playing marimba, xylophone",train
6tV0viL6WPo,190,scuba diving,test
6tXDLR1HA88,66,basketball bounce,train
6tZHW5Yt7Bo,30,male singing,train
6taAP7SFewI,30,car engine knocking,test
6teGEV45YTo,30,wind noise,train
6teOyKIr-B8,140,writing on blackboard with chalk,test
6thKra7M8So,30,"male speech, man speaking",train
6tiV2-55uqU,30,"male speech, man speaking",train
6tlsgZfA9zs,20,playing zither,test
6tn0G9S6QWY,30,people running,train
6tnNxZ6qDMQ,74,playing cello,train
6tspKGNyyBQ,170,people crowd,train
6tvQQ0_AIMo,30,female singing,train
6ty4Rhu7Y5Q,14,people belly laughing,test
6u1EdavDN40,160,waterfall burbling,train
6u1iKKh_9CQ,30,lawn mowing,train
6u2AfXWfVUI,30,"engine accelerating, revving, vroom",train
6u2yWazWvC0,300,playing cymbal,train
6u4CR_i6pg4,25,driving snowmobile,train
6u4CR_i6pg4,84,driving snowmobile,train
6u4xEyKpeSU,1,air conditioning noise,train
6u5M7joq2u0,30,playing bass guitar,train
6u5fvfbyoS4,4,people booing,train
6u5fvfbyoS4,16,people booing,train
6u6zaVPBsiE,116,playing tabla,train
6u6zaVPBsiE,200,playing tabla,train
6u7om1xiOFU,30,female singing,train
6uB3h15H90k,102,air conditioning noise,test
6uCeOOJXK24,44,electric grinder grinding,train
6uCeOOJXK24,54,electric grinder grinding,train
6uDv3CFjq2A,40,stream burbling,train
6uFuG05rgoQ,180,people sniggering,train
6uG_hoXkRVI,0,alarm clock ringing,train
6uGzPWpYqW8,20,"bird chirping, tweeting",train
6uHHiOXBFrw,50,playing drum kit,train
6uHvqO9rtDQ,30,female singing,train
6uLyjTiBlqI,164,playing vibraphone,train
6uLyjTiBlqI,206,playing vibraphone,train
6uM84MFWpTE,30,"male speech, man speaking",train
6uMAVCznTbA,480,hair dryer drying,test
6uNejUgvFd8,132,parrot talking,train
6uOVTjYOPeE,149,bouncing on trampoline,train
6uP4ywRnVrY,40,chicken clucking,train
6uQ7oc0zr4c,307,playing hammond organ,train
6uQ7oc0zr4c,332,playing hammond organ,train
6uR7si_snVQ,30,bird wings flapping,train
6uU1BTkHcqQ,50,playing cymbal,train
6uUX7iKKOKM,69,arc welding,train
6uUi0eZD-vM,10,"child speech, kid speaking",train
6uWCN2p18WM,66,playing french horn,train
6uWCN2p18WM,254,playing french horn,train
6uX_OWbxbyY,30,skidding,train
6u_CZHfvlWQ,280,"race car, auto racing",train
6u_qykS0EFU,30,female singing,train
6uay86VYVY0,0,toilet flushing,train
6ug5y7-FZ1Q,8,wind noise,train
6uh0fhpVKY4,45,scuba diving,train
6uj1JRDnoIU,440,playing drum kit,train
6ulhpK2M3iM,701,turkey gobbling,test
6umTGnG4_64,0,people crowd,train
6unGkpZbA3M,30,playing flute,train
6unhRauhFes,36,dinosaurs bellowing,train
6unhRauhFes,89,dinosaurs bellowing,train
6uoZVcnfW0w,30,female singing,train
6uohznDY8q8,9,underwater bubbling,train
6uohznDY8q8,44,underwater bubbling,train
6uoo1laD1gU,460,"male speech, man speaking",train
6usNpNN9h0w,30,sailing,train
6ut_Vf_sIBo,30,"engine accelerating, revving, vroom",train
6utponLXbo4,11,tap dancing,test
6uxFXWS8xvw,20,dog bow-wow,test
6v2F4dQx16A,50,skiing,train
6v2F4dQx16A,109,skiing,train
6v2yIY5hc6Y,4,ice cracking,train
6v2yIY5hc6Y,229,ice cracking,train
6v3UI7HbprE,30,helicopter,train
6v3fA7-Q0S4,7,planing timber,train
6v53uAVpXC4,71,people babbling,train
6v5XDzj9RGc,30,people running,train
6v5nzbKT7S0,97,tapping guitar,train
6v5nzbKT7S0,132,tapping guitar,train
6v6SRePWOO8,67,playing cornet,train
6v6SRePWOO8,92,playing cornet,train
6v8fTljQGfk,2,mynah bird singing,train
6v9f1F2Vkr4,13,cell phone buzzing,test
6v9gqGn4-hQ,20,playing bass guitar,train
6vAGEaKFuyY,560,driving buses,train
6vAk42XWh3c,17,"playing violin, fiddle",train
6vBcNUgjiZQ,10,driving buses,train
6vBhd09VB_c,28,extending ladders,train
6vCY8nPLYIA,12,people running,train
6vE6gEVZAOc,12,arc welding,train
6vEuZSurCfw,5,people booing,train
6vEuZSurCfw,223,people booing,train
6vFwzk19b4A,10,chimpanzee pant-hooting,test
6vGvX-CjJ50,7,cat meowing,train
6vGzuMby89M,3,fox barking,train
6vHt2FRpEWU,410,people clapping,train
6vNJgMUPxrc,30,"male speech, man speaking",train
6vOP8VwdW0k,31,playing snare drum,train
6vQDIoGENoo,69,pheasant crowing,train
6vQrRMVUvJY,44,playing squash,train
6vQrRMVUvJY,80,playing squash,train
6vSWoEUwNxw,16,wind noise,train
6vYOeXvrsbQ,15,mouse pattering,train
6vfSYlYtGvI,30,male singing,train
6vfqtuV6Law,5,frog croaking,train
6vfqtuV6Law,48,frog croaking,train
6vfrTvRKSvg,40,chicken crowing,train
6vidCrsHuDY,30,"child speech, kid speaking",train
6vl7eSBL-ag,90,church bell ringing,test
6vm4NmnxZf4,120,dog growling,train
6vm4NmnxZf4,133,dog growling,train
6vnmlkFDIBg,26,air conditioning noise,train
6vol1c4tuXY,36,dinosaurs bellowing,train
6vol1c4tuXY,110,dinosaurs bellowing,train
6vpnoVFzau4,580,"female speech, woman speaking",train
6vqKJK-F5pk,798,playing saxophone,train
6vqKJK-F5pk,896,playing saxophone,train
6vqS6Mb9qCs,34,pheasant crowing,test
6vqisnuRlFU,128,playing volleyball,train
6vuylMtDf8o,30,printer printing,train
6vvS9eG0OCg,170,ocean burbling,train
6vy5A4zIn6o,30,male singing,train
6vzhNTcUdho,219,playing bassoon,train
6vzhNTcUdho,237,playing bassoon,train
6w0A1-5O9bI,70,lawn mowing,train
6w4aTpqQRXg,26,foghorn,test
6w5o4gb47pY,22,chopping wood,train
6w6uwabI5xA,55,bull bellowing,train
6w6uwabI5xA,73,bull bellowing,train
6w7eIIP5QLw,91,baby laughter,train
6w7eIIP5QLw,101,baby laughter,train
6w7kISwBvC0,140,vacuum cleaner cleaning floors,train
6w7kISwBvC0,168,vacuum cleaner cleaning floors,train
6w8pn0kR6jo,8,playing sitar,train
6w8pn0kR6jo,183,playing sitar,train
6w9buJ9OM7c,110,singing choir,train
6wA1Jx_7bAg,1,goat bleating,train
6wA1Jx_7bAg,15,goat bleating,train
6wCc-YOADSQ,14,tractor digging,train
6wCc-YOADSQ,205,tractor digging,train
6wCxH9BQ1pY,124,train horning,train
6wCxH9BQ1pY,183,train horning,train
6wE5HnpBRGk,6,people booing,train
6wE5HnpBRGk,16,people booing,train
6wEyfLFSmmI,80,mouse clicking,test
6wEyfLFSmmI,112,mouse clicking,test
6wHFhrAqt5Q,23,baby crying,train
6wIFzR0YI30,154,playing darts,train
6wIFzR0YI30,176,playing darts,train
6wJd7WKgXKo,30,cat meowing,train
6wJnBrnVhKc,0,people finger snapping,train
6wKsKdH43_U,92,lathe spinning,train
6wKsKdH43_U,107,lathe spinning,train
6wKv-eLyQWw,0,playing banjo,train
6wL-adNA0x4,0,train horning,train
6wL8Id7sUsA,30,ocean burbling,train
6wN6CFvpSHs,10,lathe spinning,train
6wN6CFvpSHs,67,lathe spinning,train
6wNFd6qOl2U,290,using sewing machines,train
6wNaPMl6Icg,0,air conditioning noise,train
6wO8ORMfyFI,430,"railroad car, train wagon",test
6wPB8RS0VEk,0,playing snare drum,train
6wPdip75D2E,219,scuba diving,train
6wPr-J7brE0,68,snake hissing,test
6wRJg4fbELE,3,bull bellowing,test
6wRJg4fbELE,196,bull bellowing,test
6wSiBLDOoI8,30,fireworks banging,train
6wSpnacNCEU,30,"playing violin, fiddle",train
6wSuMCWfd80,30,"playing violin, fiddle",train
6wT_ue9F-OU,20,using sewing machines,train
6wWMxShmXnE,460,driving buses,train
6wXhxmbrx1w,40,driving snowmobile,train
6wXhxmbrx1w,97,driving snowmobile,train
6wXyzZA1q24,12,"motorboat, speedboat acceleration",train
6waEAZ3yTGo,69,cell phone buzzing,train
6waM5dO5gVI,100,playing cymbal,train
6wbc8T-Vt1E,125,arc welding,train
6wcMsULrfQ8,6,chimpanzee pant-hooting,train
6wcMsULrfQ8,17,chimpanzee pant-hooting,train
6wd7xuHEmaw,64,mynah bird singing,test
6wdDPRejd9A,20,people crowd,train
6wg2lZbtNzw,30,child singing,train
6wg3GJZk7Q0,1,cat caterwauling,test
6wk2HYEF3WU,54,playing cornet,train
6wk2HYEF3WU,88,playing cornet,train
6wmPUN9O4V0,30,dog bow-wow,train
6wmjb19uPf8,50,basketball bounce,train
6wnYilH9x6A,73,playing glockenspiel,train
6wpifZcwOJU,10,underwater bubbling,train
6wpifZcwOJU,23,underwater bubbling,train
6wqcni74cM4,13,"bird chirping, tweeting",train
6wuGTj3JLqk,228,beat boxing,train
6wyu8-VSzcw,8,wind noise,train
6wz8A1tSwI8,28,dog howling,train
6wz8A1tSwI8,40,dog howling,train
6x5-BHsRgw4,80,playing drum kit,train
6x5XiqyBGfI,1,cat purring,train
6x5XiqyBGfI,132,cat purring,train
6xAClSJ21qA,491,rapping,train
6xAClSJ21qA,659,rapping,train
6xBcQrcgeow,10,playing hammond organ,train
6xE7tHpu_nw,14,tap dancing,train
6xEHP-C-ZuU,30,reversing beeps,test
6xFiLx5gRzc,30,"rowboat, canoe, kayak rowing",train
6xIo_xxbUJU,36,playing bass drum,train
6xIo_xxbUJU,115,playing bass drum,train
6xIpI1qgY7I,5,firing cannon,train
6xIpI1qgY7I,28,firing cannon,train
6xJa32vSPhI,53,vacuum cleaner cleaning floors,train
6xJa32vSPhI,137,vacuum cleaner cleaning floors,train
6xKOH9OKZd4,28,beat boxing,train
6xL7BK7WeMU,1,wind chime,test
6xLc06oBylw,30,child singing,train
6xLveijhrg4,130,playing didgeridoo,train
6xLyQ61UFHg,46,skiing,train
6xMC_ZEB8-0,10,people crowd,train
6xNjvLpKhrw,200,train horning,train
6xREe4B1Fsk,150,playing harp,train
6xUpQEsNXvI,25,tap dancing,train
6xUxca_z0N4,284,playing double bass,train
6xUxca_z0N4,442,playing double bass,train
6xXW5iJteRc,100,skidding,train
6xZZQ9muKZI,24,cap gun shooting,train
6xZZQ9muKZI,35,cap gun shooting,train
6x_4I8m0H_w,30,"female speech, woman speaking",train
6xdUjauOQaA,112,foghorn,test
6xdUjauOQaA,215,foghorn,test
6xfMfFenKiM,70,people sniggering,train
6xfS45BvqFU,30,male singing,train
6xgTrufXcCM,17,wood thrush calling,train
6xgTrufXcCM,126,wood thrush calling,train
6xikl7_jUes,50,playing cymbal,train
6xjG6xn2AXw,4,playing squash,train
6xjG6xn2AXw,66,playing squash,train
6xl4rtf7zO8,7,cat growling,train
6xlLMbiEsIM,30,owl hooting,test
6xlV_D4yJDc,30,"male speech, man speaking",test
6xpAa2948SU,156,singing bowl,train
6xr-djCWDdQ,191,dog whimpering,train
6xru1MbpQ6k,30,singing choir,train
6xu13pTAguU,40,people sobbing,train
6xxfuqXL5kg,30,"female speech, woman speaking",train
6xxtId0FW8Q,30,"female speech, woman speaking",train
6xzmFMkLgMc,5,snake hissing,train
6y0OnCM8iWk,312,bathroom ventilation fan running,train
6y27cACvlOs,70,playing electric guitar,train
6y5ZBZx4vng,8,pig oinking,train
6y92nwHK7FA,40,playing electric guitar,train
6yAEiN45E8A,6,chicken crowing,train
6yAVCOMXo1I,154,cheetah chirrup,test
6yAVCOMXo1I,522,cheetah chirrup,test
6yBZH5cV7GE,30,playing electric guitar,train
6yCxITYzW-0,183,firing cannon,train
6yJh9iFb9Xc,11,cat hissing,train
6yJkJOpHnWE,9,cap gun shooting,train
6yJkJOpHnWE,22,cap gun shooting,train
6yNPspSktAA,91,playing zither,train
6yNPspSktAA,207,playing zither,train
6yO-UmxswYc,260,playing clarinet,train
6yQfm_rbfoQ,30,using sewing machines,train
6yR-ZAi9Kw0,0,"bee, wasp, etc. buzzing",train
6yR7T5ml9YI,30,singing choir,train
6ySJtrDjp8w,30,people crowd,test
6yTVnzEQsZ4,287,tornado roaring,train
6yXCoOIP8kM,30,male singing,train
6y_53wPp4xo,130,pumping water,test
6yaFDZk7-jo,8,playing bass drum,test
6ydNzNTN_yg,30,people babbling,train
6yf4vOnlkxs,30,male singing,train
6ykh_iSfi-E,30,goose honking,train
6yko25cRB20,20,"race car, auto racing",train
6ylmg4gHaPI,30,male singing,train
6ymNnV4x7K8,5,volcano explosion,train
6ynQVbVJ-Dg,78,tractor digging,train
6ynj4RFeN5s,40,stream burbling,train
6yoSHXDrbUg,180,"bird chirping, tweeting",train
6yp1565cSx8,5,"playing steel guitar, slide guitar",train
6yp1565cSx8,82,"playing steel guitar, slide guitar",train
6yr2vAWPwi4,16,"female speech, woman speaking",train
6yrr-3zo7Cg,50,"playing marimba, xylophone",train
6yuPtuABIik,200,playing trumpet,train
6yx5kp7M7CE,241,printer printing,train
6yyYNn72Sdw,30,female singing,train
6z0F6X0aB4c,5,bowling impact,train
6z5CAmfgFc8,71,fox barking,train
6z7CgQAKm4Y,78,playing theremin,train
6z7CgQAKm4Y,114,playing theremin,train
6z7XFLJaZn0,0,"child speech, kid speaking",train
6z7yc8QBgOI,60,"vehicle horn, car horn, honking",train
6z82ZmZY82A,4,civil defense siren,train
6z8YYkXa0rs,100,train whistling,train
6z8YYkXa0rs,209,train whistling,train
6z9J2Qv3f4A,30,"engine accelerating, revving, vroom",train
6z9aUcJFe7c,100,"child speech, kid speaking",train
6zBx3LCZr_Y,70,using sewing machines,train
6zDdyQQjjbg,24,horse neighing,train
6zE-qhjy_Y4,30,wind rustling leaves,train
6zFHShr6nNI,32,pheasant crowing,train
6zGSFN2LhRQ,30,playing accordion,train
6zIM8ZcO1ks,30,frog croaking,train
6zKWDpDvc2I,563,dog baying,train
6zKWDpDvc2I,682,dog baying,train
6zKbWxPLgW0,152,train horning,train
6zKhO6NCchE,30,horse neighing,test
6zLh9GczKOk,30,dog barking,train
6zMJ8o6UWD0,20,disc scratching,train
6zMJ8o6UWD0,30,disc scratching,train
6zN9e79ZQqs,0,baby babbling,train
6zOyx2qDzuw,30,male singing,train
6zQYJpQ-zg8,18,chicken clucking,train
6zRcsCWoxsk,20,people belly laughing,train
6zTc2hD2npA,382,playing timpani,train
6zTc2hD2npA,412,playing timpani,train
6zTszR6wgys,200,"railroad car, train wagon",test
6zVTIHHWdj4,300,playing drum kit,train
6zW4BGEx0Bw,40,chicken clucking,train
6zWQYrdhRU0,30,female singing,train
6zWVhxZnmtI,90,chicken crowing,train
6zWfk8UqE3Q,291,tractor digging,train
6zWfk8UqE3Q,305,tractor digging,train
6zXSqMMTUPM,27,fire truck siren,train
6zXSqMMTUPM,74,fire truck siren,train
6zXn51Fp_Co,30,"female speech, woman speaking",train
6zYnjJvq3JQ,7,people whistling,train
6zYnjJvq3JQ,22,people whistling,train
6zZZFHc0YmU,70,"bird chirping, tweeting",train
6zZkfPToryg,70,typing on computer keyboard,train
6z_pfZ6Rvfs,23,playing table tennis,train
6zau9TXNAjw,240,driving buses,train
6zc2QZGNjRw,29,frog croaking,train
6zc2QZGNjRw,75,frog croaking,train
6zcHUBwYQ0w,0,cat growling,train
6zer1nstH4U,48,playing table tennis,train
6zgSdvcRt0w,320,"bird chirping, tweeting",train
6zhKVsQABhw,0,people hiccup,train
6zhw6yBF85A,30,sliding door,train
6zkkTVh9LEA,300,playing erhu,train
6zlMP_kQ_-w,30,playing harp,test
6zlXQJrd2Iw,117,train horning,train
6zlXQJrd2Iw,136,train horning,train
6zmJKTrCtGk,330,"rowboat, canoe, kayak rowing",train
6zmLWgC3_yc,92,playing ukulele,train
6zmLWgC3_yc,102,playing ukulele,train
6znNnNbpMZI,30,female singing,train
6zqYhFbfRuc,90,playing bass guitar,train
6zrSrQTE7z0,18,eating with cutlery,train
6zrSrQTE7z0,29,eating with cutlery,train
6zrX3NgsL7U,290,playing cello,train
6ztL-ySuHCk,0,people screaming,train
6zuGk80VS6k,434,people screaming,train
6zu_vGjaEns,30,"female speech, woman speaking",train
6zwSfh9rFM8,30,cat meowing,train
6zxBGyCPbFA,39,dog howling,train
6zxBGyCPbFA,92,dog howling,train
6zxadEI7Dzk,190,playing acoustic guitar,train
6zzB-7AXGu8,181,playing didgeridoo,train
6zzDOFmpHRY,20,stream burbling,train
7--_c-gmR1g,40,parrot talking,train
7--_c-gmR1g,118,parrot talking,train
7-18CoeAuA0,60,chainsawing trees,train
7-1fkQcntTU,100,playing snare drum,train
7-2S0tA64JU,131,opening or closing car doors,train
7-3AvYp1Ov8,30,dog whimpering,train
7-3VvIbVJ7M,80,police car (siren),train
7-3WE3wSv5s,160,duck quacking,train
7-3hcXY0pyk,30,"female speech, woman speaking",train
7-4Svi3TnsA,26,playing oboe,train
7-4Svi3TnsA,92,playing oboe,train
7-4iolIHPBI,49,playing didgeridoo,train
7-5FcYmgsEw,40,people clapping,train
7-6tO5zFJVQ,59,people shuffling,train
7-6tO5zFJVQ,117,people shuffling,train
7-714VEDqAc,80,playing acoustic guitar,train
